detail_sale_id,sale_id,product_id,quantity
1527,4155,51,4
1528,2672,57,4
1529,3476,5,10
1530,3474,51,6
1531,1982,9,10
1532,383,57,4
1533,2587,24,2
1534,1993,2,5
1535,1731,57,10
1536,603,1,7
1537,4494,50,8
1538,3105,39,7
1539,322,23,1
1540,1122,7,4
1541,1097,41,4
1542,3749,33,4
1543,1635,21,6
1544,3853,57,5
1545,4625,40,10
1546,4136,58,9
1547,4863,59,2
1548,1831,36,8
1549,1362,35,9
1550,833,50,6
1551,265,43,3
1552,4154,23,5
1553,4369,47,5
1554,17,18,3
1555,4045,5,10
1556,3921,8,9
1557,719,58,10
1558,3160,57,8
1559,3012,3,8
1560,3743,1,8
1561,1930,31,5
1562,2841,2,8
1563,4696,31,9
1564,1437,9,10
1565,2554,1,7
1566,3163,29,1
1567,122,29,5
1568,4896,30,9
1569,848,43,7
1570,334,23,3
1571,4286,47,7
1572,1787,22,7
1573,38,40,8
1574,3384,59,2
1575,907,27,10
1576,3139,15,4
1577,558,26,7
1578,4325,10,7
1579,99,38,4
1580,1343,2,3
1581,570,19,5
1582,341,12,7
1583,1370,21,7
1584,4658,39,10
1585,995,44,2
1586,977,53,2
1587,958,43,4
1588,1466,16,6
1589,640,22,7
1590,4803,25,2
1591,4838,59,4
1592,1656,24,6
1593,46,20,7
1594,3574,40,6
1595,4218,34,10
1596,183,32,8
1597,1074,1,3
1598,2237,3,6
1599,1471,56,9
1600,4424,37,3
1601,2491,18,8
1602,235,46,9
1603,4737,20,2
1604,4992,12,6
1605,3163,18,10
1606,3016,28,8
1607,1947,22,8
1608,4984,54,6
1609,1728,32,4
1610,4353,51,7
1611,1517,38,4
1612,4873,42,1
1613,2992,50,4
1614,3382,44,2
1615,1143,59,10
1616,918,25,6
1617,3087,12,2
1618,3845,17,7
1619,2733,53,7
1620,4282,25,1
1621,1498,5,10
1622,2551,20,1
1623,3031,50,9
1624,2763,48,5
1625,1585,26,2
1626,1618,28,3
1627,3554,13,10
1628,1429,27,1
1629,2847,56,7
1630,4805,51,5
1631,295,6,7
1632,1231,45,4
1633,2968,51,2
1634,1599,17,2
1635,652,47,9
1636,765,27,9
1637,2775,37,3
1638,979,6,3
1639,4590,7,10
1640,722,6,10
1641,4320,36,3
1642,931,39,1
1643,1452,32,7
1644,1863,7,1
1645,2988,43,4
1646,803,25,7
1647,2178,39,9
1648,3613,54,7
1649,2049,8,4
1650,1537,37,9
1651,1933,9,6
1652,3124,12,10
1653,3360,17,2
1654,480,16,10
1655,713,27,2
1656,459,19,9
1657,3982,35,9
1658,4369,55,10
1659,652,41,7
1660,2932,8,10
1661,316,30,2
1662,2127,12,7
1663,393,16,2
1664,1545,40,1
1665,338,58,8
1666,3091,22,1
1667,3912,43,2
1668,3342,8,5
1669,2373,17,3
1670,4387,3,4
1671,597,37,6
1672,4501,2,3
1673,378,2,3
1674,2646,60,7
1675,56,17,9
1676,411,9,3
1677,2804,12,1
1678,2989,12,1
1679,2398,45,10
1680,3377,1,5
1681,4707,9,4
1682,1199,31,10
1683,4312,44,4
1684,4431,28,10
1685,993,50,4
1686,3528,5,5
1687,1290,26,2
1688,1692,44,6
1689,3795,56,2
1690,150,37,4
1691,768,30,8
1692,4960,52,10
1693,4689,33,5
1694,3478,6,4
1695,4143,3,7
1696,26,59,3
1697,679,50,2
1698,1858,43,3
1699,4362,34,10
1700,1044,57,8
1701,4531,24,3
1702,291,52,2
1703,1243,7,6
1704,2109,51,9
1705,1015,12,2
1706,1355,16,8
1707,3210,44,9
1708,1443,57,3
1709,4913,32,10
1710,1779,13,6
1711,755,19,8
1712,3556,13,8
1713,3843,49,3
1714,2889,43,7
1715,4466,15,9
1716,1368,51,9
1717,2710,40,9
1718,2521,23,2
1719,2694,47,7
1720,594,46,8
1721,1260,31,6
1722,4712,55,1
1723,4142,15,8
1724,1056,58,7
1725,1222,40,4
1726,3685,44,1
1727,4371,17,9
1728,4800,30,7
1729,4800,48,4
1730,781,54,8
1731,2469,54,7
1732,2159,7,6
1733,3096,39,5
1734,2723,21,6
1735,3882,31,8
1736,2937,6,1
1737,1235,1,8
1738,429,58,2
1739,3858,10,6
1740,2622,48,3
1741,3433,34,9
1742,2883,50,8
1743,1273,32,1
1744,3979,5,5
1745,3124,14,9
1746,3978,48,7
1747,1872,48,9
1748,2805,32,5
1749,2216,8,10
1750,205,19,4
1751,37,3,10
1752,2554,46,5
1753,2149,38,10
1754,3197,45,2
1755,931,17,7
1756,1502,4,5
1757,1722,19,9
1758,252,5,8
1759,4324,21,10
1760,1260,52,5
1761,3993,1,6
1762,142,5,9
1763,4594,23,3
1764,1505,52,8
1765,2684,26,6
1766,256,40,5
1767,4619,29,1
1768,3204,60,7
1769,2794,56,3
1770,1882,2,9
1771,3208,18,5
1772,1799,46,7
1773,915,13,10
1774,3244,13,6
1775,4478,52,5
1776,1844,43,8
1777,317,52,4
1778,1647,27,2
1779,305,34,5
1780,4179,11,4
1781,3985,22,8
1782,247,15,3
1783,2147,41,9
1784,4217,49,2
1785,4283,20,4
1786,1353,18,8
1787,1795,7,10
1788,2712,43,3
1789,2334,13,7
1790,1227,39,7
1791,925,29,10
1792,2580,6,7
1793,2177,50,3
1794,4915,19,10
1795,1491,27,4
1796,4221,14,2
1797,4534,46,6
1798,2434,29,9
1799,2490,16,10
1800,3692,26,9
1801,3134,49,10
1802,3142,51,10
1803,4103,36,3
1804,3239,31,5
1805,3392,26,9
1806,2506,17,8
1807,3721,12,8
1808,4946,6,7
1809,1850,21,8
1810,4677,12,5
1811,1000,31,9
1812,713,30,9
1813,4563,44,6
1814,2789,37,8
1815,2762,19,8
1816,1930,51,3
1817,1139,33,4
1818,2972,56,6
1819,1611,54,6
1820,527,39,10
1821,1443,22,9
1822,3381,58,2
1823,949,21,3
1824,3116,28,5
1825,93,60,9
1826,1321,30,5
1827,3962,24,1
1828,2728,8,4
1829,622,14,1
1830,1087,18,2
1831,899,31,2
1832,4072,57,4
1833,746,36,7
1834,1285,4,1
1835,3063,21,3
1836,2707,52,10
1837,4255,46,3
1838,41,37,8
1839,357,55,3
1840,663,52,7
1841,2952,31,2
1842,3361,41,4
1843,270,57,1
1844,4383,56,10
1845,1838,42,1
1846,3756,27,8
1847,1433,53,7
1848,2942,25,4
1849,466,2,10
1850,1572,53,8
1851,2772,53,1
1852,2335,45,10
1853,2069,12,9
1854,4676,13,9
1855,3899,15,4
1856,707,56,2
1857,884,59,4
1858,2576,18,7
1859,2580,52,2
1860,3900,42,5
1861,895,57,8
1862,240,19,8
1863,3077,52,9
1864,1149,15,1
1865,2137,16,5
1866,2900,55,4
1867,4298,23,3
1868,3839,21,9
1869,4153,53,5
1870,65,22,10
1871,2618,7,7
1872,732,53,10
1873,388,2,1
1874,3921,5,8
1875,249,51,8
1876,465,9,2
1877,4720,53,3
1878,1318,41,10
1879,755,33,9
1880,2028,52,9
1881,497,48,10
1882,136,43,10
1883,4262,19,1
1884,719,39,10
1885,2812,33,10
1886,1215,19,6
1887,4177,54,8
1888,320,18,8
1889,4088,60,1
1890,3489,33,2
1891,3734,36,5
1892,4278,38,7
1893,976,46,3
1894,2301,40,10
1895,1523,56,5
1896,2960,32,1
1897,88,59,2
1898,4929,26,10
1899,4667,26,1
1900,3127,7,6
1901,2994,52,1
1902,550,23,10
1903,3752,24,2
1904,2473,17,9
1905,1734,8,5
1906,635,53,6
1907,3667,13,1
1908,1479,1,5
1909,2873,6,4
1910,3835,20,10
1911,4854,22,3
1912,108,55,6
1913,687,1,3
1914,1544,50,5
1915,4152,54,7
1916,311,18,5
1917,425,37,3
1918,4116,30,7
1919,771,25,3
1920,2853,22,4
1921,608,38,6
1922,4526,23,7
1923,4862,27,3
1924,1178,43,4
1925,3900,58,10
1926,295,15,1
1927,99,48,2
1928,734,28,7
1929,767,2,7
1930,327,2,4
1931,3557,35,9
1932,4638,54,1
1933,4635,16,3
1934,1601,50,8
1935,826,23,6
1936,1491,4,10
1937,4921,7,10
1938,3577,48,10
1939,3475,3,3
1940,904,26,6
1941,378,50,7
1942,1851,44,9
1943,1939,24,6
1944,1686,35,7
1945,1356,58,7
1946,396,31,3
1947,4903,19,8
1948,2628,30,6
1949,1225,43,9
1950,901,24,9
1951,3925,25,4
1952,3552,26,8
1953,650,25,7
1954,3522,53,7
1955,3669,4,5
1956,1693,54,2
1957,136,23,7
1958,4404,6,4
1959,4554,21,1
1960,4934,56,3
1961,2507,8,1
1962,1869,16,5
1963,791,35,2
1964,3941,20,1
1965,3678,1,6
1966,644,30,7
1967,2253,26,9
1968,3007,38,7
1969,4331,24,5
1970,749,32,2
1971,136,42,4
1972,3928,37,10
1973,1424,26,9
1974,1076,20,3
1975,2259,58,10
1976,3704,10,6
1977,168,18,9
1978,4100,42,7
1979,1714,58,6
1980,2292,55,2
1981,3222,4,8
1982,3359,26,5
1983,4547,19,7
1984,3043,9,2
1985,4809,34,3
1986,3193,17,6
1987,638,39,8
1988,1129,41,1
1989,3783,42,6
1990,4093,20,3
1991,1888,55,2
1992,2660,25,10
1993,2398,26,2
1994,53,47,4
1995,964,40,1
1996,251,20,5
1997,3124,60,3
1998,821,16,9
1999,4834,11,6
2000,1786,40,3
2001,2487,6,8
2002,1456,40,10
2003,4907,33,7
2004,4463,42,1
2005,3687,18,3
2006,4661,54,2
2007,1627,5,1
2008,4617,15,6
2009,2302,12,3
2010,2811,25,1
2011,3740,6,2
2012,3704,12,2
2013,3578,12,8
2014,3163,38,9
2015,3849,13,10
2016,1188,46,10
2017,2280,16,3
2018,1404,59,1
2019,2999,53,3
2020,2495,46,1
2021,3586,43,8
2022,3425,41,7
2023,2753,24,6
2024,2016,42,10
2025,4083,39,3
2026,3150,32,1
2027,1659,19,9
2028,2136,32,3
2029,1953,24,5
2030,2998,42,4
2031,918,57,7
2032,2056,42,2
2033,3484,25,5
2034,378,52,6
2035,148,14,4
2036,112,45,2
2037,2712,29,2
2038,1887,7,5
2039,3809,14,5
2040,2350,14,1
2041,1076,57,1
2042,702,11,6
2043,1062,50,4
2044,2786,34,4
2045,4333,49,9
2046,1161,52,4
2047,719,32,8
2048,1507,18,1
2049,4019,35,10
2050,357,29,3
2051,3812,56,7
2052,3671,18,5
2053,1190,27,5
2054,1835,27,7
2055,2844,22,7
2056,626,60,2
2057,3876,25,10
2058,607,52,6
2059,945,22,6
2060,1240,15,7
2061,3869,11,7
2062,1868,60,5
2063,1458,18,1
2064,1283,46,6
2065,3897,17,1
2066,1960,42,10
2067,4478,10,5
2068,1916,14,2
2069,2188,15,6
2070,3000,7,2
2071,4927,45,6
2072,3345,35,2
2073,2305,47,8
2074,3007,23,3
2075,2368,43,10
2076,1507,34,6
2077,4651,55,7
2078,2503,21,3
2079,2644,37,8
2080,4041,54,7
2081,1900,44,3
2082,2837,23,1
2083,3817,56,5
2084,4919,29,3
2085,2086,34,1
2086,1836,36,7
2087,3213,53,6
2088,4812,37,5
2089,4239,22,8
2090,3717,43,9
2091,1446,36,2
2092,4408,16,9
2093,1933,44,1
2094,2173,21,1
2095,2335,22,2
2096,2285,8,2
2097,2615,7,5
2098,3644,27,6
2099,2297,3,9
2100,616,40,5
2101,763,43,3
2102,4492,20,3
2103,3670,11,1
2104,4933,33,1
2105,4323,3,7
2106,898,37,9
2107,2463,43,4
2108,1239,29,8
2109,3637,59,9
2110,1436,16,9
2111,2630,43,9
2112,3076,49,6
2113,463,14,10
2114,3602,25,3
2115,2832,38,7
2116,1826,59,4
2117,1753,47,9
2118,3580,41,6
2119,3038,56,8
2120,1432,46,8
2121,1329,54,8
2122,1079,58,3
2123,3863,25,1
2124,2281,19,5
2125,1605,13,9
2126,1326,57,6
2127,365,12,5
2128,2827,11,1
2129,4325,11,6
2130,3302,34,5
2131,1041,29,7
2132,4037,21,3
2133,949,44,10
2134,2179,14,5
2135,3884,24,7
2136,3045,44,8
2137,2791,47,6
2138,395,30,8
2139,2290,53,7
2140,4609,39,7
2141,2352,44,6
2142,1532,47,7
2143,3948,25,7
2144,371,9,9
2145,917,30,7
2146,1793,53,6
2147,2051,7,8
2148,2748,51,9
2149,8,7,5
2150,3145,25,4
2151,4795,25,8
2152,3305,5,2
2153,2093,15,3
2154,3413,6,3
2155,750,9,1
2156,4753,37,3
2157,2965,52,5
2158,2434,1,1
2159,1436,49,2
2160,4563,48,1
2161,2933,59,2
2162,4111,26,4
2163,1780,17,7
2164,63,9,4
2165,4031,39,7
2166,4224,59,7
2167,3494,40,4
2168,3914,5,5
2169,2165,58,9
2170,3587,60,9
2171,4206,52,10
2172,2595,10,8
2173,4337,51,4
2174,3056,60,5
2175,81,35,1
2176,2639,6,2
2177,185,50,2
2178,1988,59,7
2179,1263,21,5
2180,94,28,6
2181,3437,25,10
2182,4596,30,4
2183,2130,46,4
2184,2276,26,10
2185,2767,26,6
2186,4534,41,7
2187,4827,18,1
2188,4933,49,1
2189,2425,14,5
2190,4204,1,5
2191,1985,29,1
2192,4403,15,2
2193,2517,14,5
2194,136,19,3
2195,4262,3,5
2196,2338,58,5
2197,815,14,9
2198,3593,17,9
2199,2458,24,8
2200,2588,52,6
2201,4406,2,6
2202,3090,38,4
2203,499,6,5
2204,1845,55,5
2205,2915,45,4
2206,4890,52,7
2207,740,55,7
2208,1309,56,3
2209,2244,40,3
2210,1302,41,4
2211,2129,54,5
2212,3283,11,6
2213,1155,2,10
2214,942,47,8
2215,2639,29,3
2216,1502,39,5
2217,4911,7,4
2218,1205,1,8
2219,3503,53,4
2220,307,29,8
2221,44,46,10
2222,1497,47,4
2223,3883,6,4
2224,1982,7,5
2225,2018,60,7
2226,2025,42,6
2227,2552,40,3
2228,3869,58,10
2229,3557,9,4
2230,3036,27,5
2231,4450,1,6
2232,3329,60,4
2233,2131,30,5
2234,1583,52,1
2235,1190,34,8
2236,2635,51,5
2237,3885,45,10
2238,1218,38,3
2239,1204,25,5
2240,3331,60,8
2241,3806,1,7
2242,1272,18,9
2243,1528,8,2
2244,80,3,9
2245,3839,38,2
2246,4277,35,5
2247,466,25,4
2248,4799,24,9
2249,4705,59,2
2250,2533,23,3
2251,82,56,6
2252,3798,18,6
2253,1321,31,7
2254,2821,35,9
2255,1661,8,10
2256,2308,11,8
2257,4281,17,5
2258,891,11,1
2259,1694,13,10
2260,3223,8,3
2261,764,29,3
2262,3485,18,6
2263,4019,26,5
2264,617,58,3
2265,1571,37,8
2266,4592,13,7
2267,2149,27,6
2268,4948,39,1
2269,2262,56,9
2270,1642,10,10
2271,1892,9,3
2272,2396,40,7
2273,3296,28,7
2274,1906,2,7
2275,3641,24,10
2276,275,57,4
2277,479,57,8
2278,2883,30,9
2279,3507,36,10
2280,1962,36,4
2281,2520,7,3
2282,4031,44,6
2283,167,13,7
2284,2,60,1
2285,1703,48,3
2286,3704,30,10
2287,4327,10,7
2288,1680,56,3
2289,2529,19,3
2290,4978,47,5
2291,2956,25,1
2292,1287,4,8
2293,359,58,10
2294,1910,31,4
2295,2937,7,3
2296,318,38,1
2297,362,27,10
2298,2910,1,7
2299,1908,32,10
2300,3478,4,9
2301,188,12,1
2302,2524,36,2
2303,3139,14,9
2304,522,24,2
2305,1134,41,1
2306,2051,23,4
2307,3979,52,5
2308,1422,23,3
2309,20,3,3
2310,3855,1,1
2311,613,7,5
2312,2946,46,8
2313,2499,58,6
2314,3508,50,10
2315,1192,22,10
2316,2672,12,1
2317,769,44,9
2318,4933,54,5
2319,510,23,9
2320,3506,41,10
2321,1326,57,7
2322,4245,43,1
2323,1356,30,10
2324,2097,37,8
2325,4053,13,9
2326,4540,59,7
2327,4728,49,3
2328,2910,24,1
2329,2292,7,4
2330,1194,56,9
2331,2123,45,4
2332,715,2,6
2333,1587,45,7
2334,72,53,3
2335,4789,10,6
2336,3495,35,7
2337,154,5,5
2338,2164,20,1
2339,4560,15,5
2340,791,60,6
2341,1610,37,1
2342,697,18,6
2343,639,59,3
2344,2544,38,9
2345,1015,37,8
2346,1304,31,8
2347,4841,20,7
2348,1229,15,1
2349,4213,42,5
2350,4996,49,5
2351,4670,25,10
2352,4569,50,5
2353,1338,36,7
2354,4758,34,4
2355,4770,4,9
2356,1223,48,4
2357,4496,6,5
2358,1206,18,8
2359,4993,11,1
2360,1955,19,1
2361,4415,21,5
2362,3275,47,8
2363,3888,33,5
2364,1344,37,3
2365,4917,38,7
2366,1280,52,6
2367,3970,4,5
2368,2642,11,10
2369,202,38,2
2370,340,8,10
2371,773,41,5
2372,4994,4,10
2373,3802,41,8
2374,2347,26,4
2375,3014,36,6
2376,2438,32,5
2377,925,26,3
2378,1079,7,8
2379,2717,26,10
2380,4754,12,8
2381,1677,43,4
2382,1195,11,2
2383,2259,49,6
2384,1738,29,1
2385,4518,5,9
2386,1712,24,8
2387,822,49,10
2388,4200,38,9
2389,1703,44,7
2390,4719,27,5
2391,638,29,2
2392,158,49,9
2393,1363,18,4
2394,586,11,5
2395,4679,16,7
2396,3809,23,10
2397,4912,33,2
2398,3110,34,10
2399,4275,22,9
2400,208,8,9
2401,490,27,7
2402,1288,39,9
2403,3300,23,8
2404,3630,20,6
2405,3257,2,9
2406,1859,30,4
2407,348,24,2
2408,1441,25,9
2409,4966,42,9
2410,4769,51,4
2411,1457,48,2
2412,1240,32,6
2413,3686,41,3
2414,656,39,3
2415,4387,59,1
2416,150,4,9
2417,4165,1,10
2418,2832,24,6
2419,4901,49,7
2420,2501,11,5
2421,1196,26,5
2422,2618,25,8
2423,1437,32,8
2424,4772,47,5
2425,2890,25,8
2426,484,2,4
2427,3728,11,5
2428,1585,15,9
2429,270,45,1
2430,4756,48,5
2431,4568,36,10
2432,1011,38,9
2433,4079,53,5
2434,897,52,9
2435,3321,55,8
2436,2104,43,10
2437,181,26,5
2438,3243,12,5
2439,2827,23,3
2440,3143,49,1
2441,4301,22,7
2442,1721,17,2
2443,4708,7,9
2444,4393,24,6
2445,3370,7,4
2446,4524,56,7
2447,3907,11,10
2448,3401,52,2
2449,2423,11,1
2450,3362,27,7
2451,1494,13,7
2452,2924,49,7
2453,3813,18,6
2454,4800,10,3
2455,1806,9,9
2456,1508,16,6
2457,3034,53,9
2458,2274,29,9
2459,3665,35,10
2460,424,41,8
2461,2508,8,5
2462,1245,27,10
2463,4908,55,1
2464,3582,6,8
2465,3981,41,10
2466,262,12,5
2467,2534,30,8
2468,2541,53,5
2469,2817,54,8
2470,4163,44,9
2471,1656,49,1
2472,563,25,9
2473,357,4,3
2474,425,36,3
2475,4002,24,9
2476,374,14,9
2477,1420,29,5
2478,3631,55,5
2479,4515,38,10
2480,1527,16,2
2481,1045,55,8
2482,3848,29,8
2483,2101,21,1
2484,1844,5,3
2485,68,24,6
2486,1734,41,6
2487,49,41,10
2488,1972,24,10
2489,862,23,9
2490,1292,11,2
2491,148,26,10
2492,4485,49,5
2493,4354,19,4
2494,4729,5,3
2495,75,7,4
2496,4824,14,10
2497,3592,11,2
2498,2218,42,3
2499,2216,24,2
2500,2837,41,3
2501,1743,47,2
2502,4997,58,1
2503,201,30,8
2504,4308,56,4
2505,1241,16,8
2506,2233,48,6
2507,3050,38,2
2508,2636,38,9
2509,596,26,8
2510,2622,16,2
2511,3051,6,6
2512,1516,2,6
2513,1664,26,10
2514,414,37,6
2515,4012,17,8
2516,4233,20,6
2517,282,30,3
2518,1772,26,4
2519,272,57,7
2520,4408,5,4
2521,4784,8,9
2522,2503,30,3
2523,3246,57,1
2524,3124,15,1
2525,2658,16,1
2526,2521,36,6
2527,419,6,5
2528,1774,17,9
2529,275,27,7
2530,3657,15,1
2531,4271,50,1
2532,4433,19,2
2533,429,11,9
2534,2307,15,8
2535,4181,11,9
2536,4295,26,6
2537,3851,53,6
2538,4081,54,10
2539,3532,51,9
2540,2769,54,3
2541,4411,52,9
2542,1992,33,2
2543,2216,13,2
2544,2794,47,8
2545,763,36,2
2546,1743,38,6
2547,178,7,8
2548,1615,49,10
2549,4061,5,8
2550,2770,2,10
2551,1390,46,3
2552,3495,45,7
2553,894,44,9
2554,3784,58,1
2555,3554,16,6
2556,2289,49,7
2557,728,21,5
2558,2405,27,8
2559,3384,34,5
2560,2966,55,3
2561,423,8,9
2562,1393,10,3
2563,1699,45,4
2564,1375,9,3
2565,4029,36,1
2566,3143,31,2
2567,585,58,2
2568,22,54,3
2569,3528,13,8
2570,2796,37,8
2571,3558,32,5
2572,3011,53,5
2573,2286,18,5
2574,4518,3,5
2575,850,11,2
2576,4370,2,7
2577,4042,41,1
2578,1869,30,10
2579,262,52,6
2580,1084,23,10
2581,3550,52,4
2582,3250,6,4
2583,2393,35,7
2584,2576,32,3
2585,2951,39,10
2586,3127,24,6
2587,4984,29,4
2588,3692,25,10
2589,1342,53,7
2590,548,3,5
2591,3409,48,1
2592,877,34,2
2593,2028,32,6
2594,4250,22,6
2595,4812,13,10
2596,3050,12,4
2597,2540,38,4
2598,513,54,5
2599,2438,40,2
2600,1060,37,7
2601,4786,7,10
2602,2235,44,5
2603,4672,3,5
2604,731,40,1
2605,3004,39,7
2606,4950,50,3
2607,3109,15,8
2608,285,59,9
2609,675,60,4
2610,2879,21,4
2611,3921,15,3
2612,945,13,3
2613,541,30,2
2614,434,18,7
2615,2489,20,4
2616,694,9,7
2617,374,28,1
2618,2116,46,1
2619,1124,3,6
2620,805,22,5
2621,1586,56,6
2622,1283,46,10
2623,3517,18,5
2624,2343,6,2
2625,4691,11,6
2626,577,11,8
2627,2373,1,2
2628,1332,30,9
2629,3019,2,8
2630,3098,28,8
2631,2890,11,7
2632,514,58,1
2633,1035,34,9
2634,4894,41,9
2635,1585,24,7
2636,3253,59,3
2637,1706,10,4
2638,63,11,7
2639,980,31,8
2640,1046,18,4
2641,2833,9,4
2642,1402,23,9
2643,1175,47,1
2644,278,8,5
2645,3506,19,5
2646,1865,45,6
2647,3203,42,8
2648,4244,60,1
2649,150,1,10
2650,3537,52,9
2651,2925,13,6
2652,4135,48,2
2653,736,1,3
2654,1242,13,4
2655,806,55,1
2656,4226,27,8
2657,1348,23,6
2658,4514,1,2
2659,1857,27,9
2660,4531,19,1
2661,4501,1,6
2662,3107,50,10
2663,3792,5,9
2664,1980,22,9
2665,1609,45,6
2666,2247,7,5
2667,2415,51,8
2668,4640,38,9
2669,3111,21,3
2670,2009,29,2
2671,3046,12,7
2672,4971,19,10
2673,3645,14,9
2674,830,49,1
2675,4636,6,3
2676,4707,50,10
2677,2460,38,1
2678,845,58,4
2679,3755,41,2
2680,553,18,5
2681,4149,12,6
2682,2407,18,10
2683,2731,21,8
2684,2746,11,9
2685,3529,43,4
2686,2267,45,4
2687,3617,21,8
2688,4673,4,10
2689,1275,42,8
2690,1160,38,1
2691,2262,50,4
2692,158,2,1
2693,4800,37,8
2694,3218,10,10
2695,765,25,2
2696,2190,60,1
2697,4464,23,1
2698,1736,43,1
2699,2774,18,9
2700,2559,3,1
2701,4121,49,2
2702,869,40,9
2703,1433,48,10
2704,1336,27,2
2705,4446,5,2
2706,3489,10,10
2707,4693,37,6
2708,4681,8,9
2709,2611,32,4
2710,4046,27,9
2711,865,32,6
2712,4986,60,1
2713,4734,55,9
2714,1555,31,5
2715,2910,14,9
2716,3274,42,2
2717,4457,8,5
2718,3806,34,9
2719,4538,49,8
2720,2979,2,5
2721,1414,57,10
2722,466,43,2
2723,4085,21,5
2724,2304,4,5
2725,27,10,6
2726,3305,50,9
2727,2574,23,9
2728,1126,15,4
2729,508,19,2
2730,3861,44,8
2731,1858,14,10
2732,1260,35,5
2733,2059,13,4
2734,3815,34,6
2735,3146,46,8
2736,3938,15,10
2737,382,18,1
2738,1152,23,7
2739,2760,54,9
2740,4689,12,7
2741,3179,58,4
2742,2767,57,4
2743,2019,24,3
2744,1665,49,5
2745,4541,31,1
2746,1261,42,10
2747,3810,4,7
2748,3376,60,2
2749,2340,32,7
2750,1569,30,3
2751,4009,34,4
2752,3267,43,9
2753,1837,28,10
2754,4037,37,9
2755,4867,58,8
2756,909,46,6
2757,1890,9,1
2758,3533,58,4
2759,1415,8,6
2760,3584,50,5
2761,229,39,9
2762,3101,6,6
2763,1066,11,5
2764,4754,2,4
2765,4222,44,2
2766,2269,47,5
2767,4265,12,2
2768,83,56,2
2769,542,10,6
2770,396,50,5
2771,1878,53,10
2772,2798,21,6
2773,908,29,10
2774,4452,37,8
2775,3766,9,8
2776,818,8,10
2777,135,38,6
2778,4374,41,4
2779,3579,19,6
2780,2331,47,8
2781,1266,34,4
2782,782,47,2
2783,2732,12,6
2784,2778,17,7
2785,3094,1,9
2786,4141,2,4
2787,4413,30,9
2788,1642,25,10
2789,1165,24,2
2790,4411,37,6
2791,1489,22,6
2792,4071,57,4
2793,441,27,8
2794,4911,18,3
2795,1121,22,4
2796,4475,32,9
2797,3539,18,2
2798,653,34,6
2799,3538,17,3
2800,4215,1,5
2801,4636,44,8
2802,800,27,5
2803,1879,53,5
2804,4570,5,7
2805,131,43,8
2806,3756,6,5
2807,334,19,10
2808,2695,12,8
2809,3102,29,1
2810,476,2,2
2811,2542,39,6
2812,3457,3,6
2813,1433,55,5
2814,788,14,8
2815,1737,27,10
2816,1460,53,4
2817,3785,1,3
2818,3796,26,5
2819,2400,60,2
2820,140,53,10
2821,3813,38,8
2822,3957,41,10
2823,4885,46,10
2824,4780,8,10
2825,1776,31,3
2826,4219,32,7
2827,809,9,4
2828,1659,51,4
2829,1343,26,1
2830,4814,40,5
2831,217,28,2
2832,2960,22,2
2833,2848,42,3
2834,3660,21,2
2835,4471,9,10
2836,4271,46,2
2837,4894,7,9
2838,2233,46,7
2839,529,25,3
2840,1335,49,5
2841,4375,49,2
2842,4549,16,5
2843,4689,23,10
2844,4996,16,1
2845,2798,8,8
2846,170,27,10
2847,3961,40,7
2848,1275,50,7
2849,1898,48,7
2850,900,17,3
2851,4159,59,7
2852,1012,2,10
2853,2924,48,8
2854,110,24,1
2855,4630,52,10
2856,2432,39,6
2857,1649,38,2
2858,3120,51,1
2859,1229,58,5
2860,2575,47,2
2861,2529,53,8
2862,1796,14,2
2863,2851,23,3
2864,1925,1,9
2865,2700,25,10
2866,3605,9,9
2867,2985,14,8
2868,4884,58,6
2869,4791,33,8
2870,475,34,7
2871,963,53,9
2872,1092,56,2
2873,2095,29,7
2874,4806,39,7
2875,1102,57,10
2876,3252,42,7
2877,248,14,7
2878,3044,54,2
2879,720,40,8
2880,2981,21,3
2881,2031,57,10
2882,4544,55,4
2883,3256,57,6
2884,4917,15,4
2885,3800,22,3
2886,1106,19,5
2887,3871,31,10
2888,4606,47,2
2889,421,11,6
2890,164,46,6
2891,1748,10,4
2892,3533,2,10
2893,1362,27,3
2894,1547,4,3
2895,3391,10,5
2896,2243,10,5
2897,806,44,8
2898,2551,2,2
2899,1085,57,9
2900,2926,6,10
2901,18,19,8
2902,4851,31,3
2903,4571,50,2
2904,585,59,6
2905,87,37,9
2906,4151,29,9
2907,4037,54,2
2908,790,21,5
2909,1877,50,3
2910,552,42,3
2911,1383,59,8
2912,504,3,6
2913,2606,42,8
2914,1602,29,4
2915,3752,43,7
2916,2622,26,3
2917,1158,4,9
2918,2140,51,9
2919,3606,30,6
2920,4276,55,6
2921,1921,11,4
2922,4850,51,2
2923,2721,48,8
2924,271,48,9
2925,615,22,8
2926,4842,23,7
2927,1101,15,5
2928,2299,54,3
2929,2891,49,4
2930,4754,24,3
2931,4460,52,6
2932,1843,6,4
2933,1492,19,10
2934,512,16,5
2935,2273,36,6
2936,4448,4,7
2937,2498,3,3
2938,189,37,3
2939,3114,59,4
2940,166,48,5
2941,2225,39,9
2942,4708,21,8
2943,2334,56,2
2944,1284,32,3
2945,4935,27,9
2946,2288,50,9
2947,3563,16,10
2948,2829,45,2
2949,1110,6,9
2950,492,35,1
2951,3522,24,5
2952,2133,20,3
2953,1563,7,4
