sale_id,employee_id,location_id,customer_id,date_sale
917,9,1,0,2024-02-06
918,7,2,1036,2023-05-16
919,20,1,103,2023-11-22
920,17,5,327,2024-02-07
921,17,5,0,2023-07-04
922,15,1,0,2024-05-24
923,10,3,0,2023-08-02
924,9,3,0,2024-06-10
925,16,5,611,2023-04-08
926,10,2,0,2023-08-28
927,13,1,0,2023-11-05
928,13,2,1744,2023-04-20
929,20,5,526,2023-08-04
930,13,4,0,2024-03-30
931,19,4,706,2023-04-08
932,20,2,380,2023-12-10
933,11,5,0,2024-04-10
934,19,3,0,2024-05-31
935,20,1,0,2023-10-25
936,19,5,0,2023-11-22
937,7,3,0,2023-05-02
938,11,2,0,2023-08-05
939,7,4,0,2023-11-23
940,11,4,0,2023-09-12
941,20,2,1457,2023-08-22
942,6,4,1406,2023-02-20
943,17,4,0,2024-04-27
944,6,1,304,2023-10-06
945,10,4,1682,2023-03-14
946,14,5,1345,2023-04-25
947,16,3,633,2023-01-03
948,9,2,243,2023-10-04
949,12,4,0,2024-02-26
950,19,1,0,2023-02-10
951,7,4,1291,2024-04-02
952,20,5,0,2023-08-04
953,16,4,923,2023-05-25
954,12,1,0,2023-09-24
955,6,3,0,2023-05-12
956,6,2,0,2023-11-25
957,20,3,1341,2023-08-19
958,15,5,0,2023-12-06
959,19,4,830,2023-11-08
960,19,1,621,2023-01-02
961,16,5,0,2023-01-15
962,13,4,0,2024-03-21
963,14,2,0,2024-02-12
964,11,3,794,2024-04-11
965,20,1,0,2023-08-22
966,14,4,0,2023-02-15
967,9,1,425,2023-02-08
968,6,3,237,2024-01-12
969,13,4,0,2023-11-01
970,16,3,0,2024-05-03
971,7,2,9,2023-06-19
972,8,5,102,2023-08-05
973,18,2,0,2023-07-16
974,20,1,1718,2024-02-06
975,6,5,1675,2023-09-22
976,8,2,0,2023-03-17
977,14,2,0,2023-01-11
978,7,3,0,2023-09-08
979,13,5,0,2023-03-20
980,16,1,1721,2023-03-25
981,15,5,0,2023-10-05
982,10,2,0,2023-03-22
983,8,5,0,2023-10-18
984,7,3,1881,2023-08-08
985,6,5,1943,2023-04-16
986,7,4,1769,2023-02-15
987,15,1,0,2023-02-20
988,20,1,0,2023-05-24
989,20,4,0,2024-03-27
990,16,5,0,2023-05-08
991,17,2,0,2024-03-28
992,17,5,1731,2024-01-10
993,11,2,1265,2023-10-02
994,17,3,1897,2024-06-24
995,10,1,1268,2023-08-16
996,6,5,0,2024-06-09
997,19,3,0,2023-08-30
998,12,4,0,2023-02-18
999,10,5,0,2024-01-18
1000,13,2,992,2023-10-15
1001,17,1,0,2023-01-20
1002,8,3,0,2023-12-07
1003,17,1,0,2024-02-19
1004,17,3,0,2023-06-06
1005,19,4,0,2023-03-05
1006,16,4,545,2023-01-12
1007,9,5,0,2024-03-27
1008,19,5,334,2024-01-07
1009,7,4,1366,2024-04-10
1010,15,4,0,2024-01-26
1011,14,2,597,2023-06-07
1012,19,3,58,2023-05-13
1013,16,5,528,2023-11-02
1014,11,4,195,2024-01-06
1015,16,5,0,2024-01-18
1016,20,4,0,2023-02-20
1017,17,4,0,2023-01-17
1018,7,3,0,2023-09-06
1019,7,2,0,2023-01-03
1020,11,3,0,2023-02-18
1021,18,4,0,2023-12-20
1022,8,1,0,2023-10-13
1023,6,3,1966,2023-08-20
1024,20,4,1747,2024-02-22
1025,20,1,1216,2023-08-30
1026,17,1,0,2024-05-16
1027,17,3,0,2023-07-24
1028,12,3,384,2023-12-05
1029,8,5,0,2023-08-25
1030,14,5,0,2023-01-20
1031,7,3,0,2023-03-18
1032,12,1,0,2023-02-25
1033,11,2,1357,2023-09-30
1034,8,4,0,2023-02-26
1035,10,2,1163,2023-01-17
1036,14,3,1799,2023-04-20
1037,6,5,1033,2024-04-08
1038,14,1,0,2024-05-09
1039,13,4,0,2023-11-09
1040,12,1,1733,2024-05-25
1041,12,3,456,2024-01-16
1042,8,5,0,2023-04-08
1043,19,2,281,2024-06-08
1044,18,4,0,2023-03-26
1045,7,4,504,2024-05-08
1046,11,4,1469,2023-10-17
1047,9,1,0,2024-03-05
1048,6,2,1123,2024-06-16
1049,14,2,0,2024-04-26
1050,18,2,1913,2024-04-15
1051,15,1,0,2023-09-10
1052,7,2,0,2024-02-27
1053,11,5,1583,2023-07-05
1054,18,5,741,2023-05-05
1055,18,5,0,2024-03-27
1056,13,3,0,2023-05-31
1057,13,4,1818,2023-12-17
1058,13,3,518,2023-06-27
1059,10,4,0,2023-02-11
1060,6,2,461,2023-08-02
1061,12,5,1507,2023-08-26
1062,19,5,1950,2024-01-29
1063,10,2,0,2024-04-29
1064,12,1,1267,2023-12-06
1065,15,1,872,2024-02-21
1066,13,3,1265,2023-04-17
1067,12,1,375,2023-04-20
1068,18,5,1097,2023-06-13
1069,7,4,0,2023-11-21
1070,18,3,0,2023-02-16
1071,6,2,0,2023-06-06
1072,10,2,0,2024-01-21
1073,9,5,536,2024-02-26
1074,18,4,0,2023-03-02
1075,19,2,0,2023-07-13
1076,8,4,0,2024-05-21
1077,13,2,0,2023-11-18
1078,7,3,0,2024-02-15
1079,15,1,1579,2023-11-11
1080,16,1,0,2023-04-20
1081,12,5,1851,2023-12-29
1082,8,4,0,2023-03-29
1083,17,2,0,2023-09-03
1084,7,5,95,2023-05-07
1085,15,1,0,2024-01-01
1086,18,5,0,2023-08-11
1087,9,2,976,2023-05-12
1088,6,2,1936,2024-02-03
1089,12,1,0,2023-07-20
1090,6,5,0,2024-01-22
1091,15,5,1452,2024-02-27
1092,19,3,1829,2023-02-04
1093,12,1,0,2023-03-22
1094,6,3,0,2024-06-13
1095,19,1,0,2023-03-15
1096,11,3,0,2023-05-15
1097,12,1,1918,2023-12-30
1098,7,3,1236,2023-03-31
1099,17,1,320,2024-05-26
1100,11,4,0,2024-01-10
1101,19,2,0,2023-11-18
1102,15,4,1586,2024-01-10
1103,14,3,1597,2023-03-25
1104,16,4,136,2023-02-06
1105,8,4,841,2024-05-02
1106,12,1,1980,2023-08-25
1107,11,3,915,2024-02-05
1108,15,4,1116,2023-03-04
1109,17,2,446,2023-06-30
1110,17,1,0,2024-01-26
1111,13,1,0,2023-07-08
1112,18,5,0,2024-05-18
1113,17,2,0,2023-11-20
1114,9,5,0,2023-05-17
1115,17,3,0,2023-07-15
1116,17,3,0,2023-08-11
1117,10,3,0,2024-02-12
1118,14,5,0,2023-09-04
1119,18,2,0,2024-02-04
1120,17,1,169,2024-02-13
1121,12,2,0,2023-11-19
1122,10,2,0,2024-04-07
1123,9,2,512,2023-05-25
1124,8,3,0,2023-06-26
1125,16,1,0,2023-12-31
1126,7,4,0,2023-03-09
1127,14,4,0,2023-06-29
1128,9,3,0,2023-05-01
1129,12,2,1493,2024-01-25
1130,13,2,1243,2024-06-06
1131,20,4,0,2023-07-28
1132,6,5,0,2023-06-01
1133,11,2,0,2024-02-01
1134,14,3,1734,2023-08-26
1135,16,3,1127,2024-01-06
1136,19,4,0,2023-02-05
1137,19,4,0,2023-12-03
1138,17,1,122,2023-06-11
1139,11,5,1430,2023-01-20
1140,10,1,1596,2023-03-27
1141,12,5,0,2023-03-25
1142,8,4,0,2023-07-12
1143,10,1,0,2023-03-10
1144,6,2,0,2023-12-02
1145,14,1,0,2023-01-20
1146,7,4,1419,2023-11-02
1147,16,1,699,2023-03-27
1148,13,1,866,2023-04-07
1149,13,2,0,2023-09-04
1150,20,2,0,2023-10-09
1151,6,5,452,2024-04-07
1152,10,3,0,2024-04-04
1153,19,4,937,2023-01-17
1154,20,4,611,2023-08-24
1155,9,4,0,2024-02-19
1156,10,3,547,2023-04-19
1157,9,5,1017,2023-03-17
1158,18,4,0,2023-02-17
1159,10,3,0,2024-04-08
1160,14,5,0,2023-04-24
1161,14,3,0,2023-02-09
1162,15,3,1184,2024-04-19
1163,13,4,824,2023-06-11
1164,16,1,0,2023-09-14
1165,14,3,1850,2024-06-28
1166,9,5,0,2023-04-23
1167,9,2,0,2024-01-24
1168,8,5,0,2023-10-27
1169,16,2,0,2024-02-06
1170,14,2,0,2024-05-24
1171,10,2,165,2023-09-21
1172,18,5,168,2023-12-23
1173,15,1,1682,2024-06-20
1174,15,1,64,2024-05-14
1175,14,4,0,2024-04-21
1176,17,4,950,2023-04-07
1177,18,5,0,2024-06-12
1178,11,5,1465,2023-01-27
1179,14,4,0,2023-04-20
1180,12,5,0,2023-05-29
1181,15,4,0,2023-12-18
1182,18,5,1010,2024-04-14
1183,9,2,1181,2023-10-23
1184,19,2,0,2023-10-05
1185,8,1,779,2023-05-02
1186,7,2,1191,2024-02-10
1187,11,4,0,2024-02-14
1188,8,1,0,2024-04-17
1189,12,2,315,2024-04-11
1190,13,4,0,2023-08-31
1191,7,5,0,2024-01-28
1192,14,2,0,2023-06-10
1193,19,1,0,2023-05-14
1194,7,3,0,2023-12-09
1195,13,3,0,2023-01-05
1196,19,3,0,2024-02-08
1197,14,1,0,2023-09-08
1198,13,4,1613,2024-06-28
1199,17,5,1767,2024-01-11
1200,14,5,1378,2024-01-16
1201,12,5,949,2023-11-04
1202,17,1,1678,2023-12-29
1203,10,5,549,2023-04-24
1204,8,4,894,2023-02-16
1205,20,4,700,2024-06-29
1206,9,3,0,2024-04-28
1207,18,5,0,2023-09-09
1208,19,3,0,2023-03-19
1209,9,4,1685,2024-06-06
1210,15,3,1225,2024-02-27
1211,6,5,1944,2023-05-19
1212,12,2,0,2023-09-04
1213,11,3,0,2024-04-10
1214,15,2,0,2024-03-25
1215,8,3,1872,2023-10-05
1216,16,5,0,2024-02-07
1217,11,3,574,2023-09-10
1218,18,2,1583,2023-01-21
1219,10,4,0,2023-02-13
1220,15,3,0,2023-03-14
1221,18,2,0,2023-10-24
1222,20,2,878,2023-09-11
1223,19,1,1033,2023-04-29
1224,9,5,0,2024-03-20
1225,13,4,0,2023-12-08
1226,6,3,0,2023-05-21
1227,6,4,789,2024-05-16
1228,9,2,0,2023-11-10
1229,14,4,558,2023-05-18
1230,15,5,0,2023-12-19
1231,10,2,0,2024-04-13
1232,18,3,683,2023-07-18
1233,13,5,0,2024-05-03
1234,19,2,0,2024-01-30
1235,9,3,0,2023-08-09
1236,10,5,0,2023-04-18
1237,10,2,0,2024-04-07
1238,14,5,0,2023-09-22
1239,20,4,104,2023-10-30
1240,12,3,0,2023-08-19
1241,12,4,566,2023-01-13
1242,8,5,558,2023-05-08
1243,13,1,0,2023-09-09
1244,12,1,0,2023-08-04
1245,10,2,0,2024-02-10
1246,8,5,402,2024-03-27
1247,14,3,0,2023-01-14
1248,15,4,0,2023-10-23
1249,13,4,0,2023-09-11
1250,7,2,0,2023-03-27
1251,10,2,0,2024-05-03
1252,12,4,0,2023-09-28
1253,16,1,119,2023-09-11
1254,6,2,0,2023-03-11
1255,19,4,0,2024-04-06
1256,13,4,1729,2023-07-16
1257,9,1,0,2023-04-20
1258,17,1,0,2023-10-30
1259,18,3,0,2023-03-01
1260,7,1,32,2023-03-02
1261,7,2,0,2023-03-22
1262,20,1,0,2023-09-07
1263,10,3,0,2024-03-06
1264,16,4,0,2024-02-20
1265,19,1,0,2024-01-09
1266,7,3,0,2023-02-08
1267,18,3,0,2023-07-09
1268,8,4,1471,2024-04-13
1269,12,2,0,2023-12-16
1270,11,3,0,2024-05-08
1271,13,5,0,2023-07-12
1272,6,3,1310,2023-07-04
1273,17,4,1376,2023-04-09
1274,6,3,0,2023-11-20
1275,12,3,0,2023-03-01
1276,9,2,1197,2024-04-12
1277,11,1,801,2023-11-27
1278,18,4,17,2024-05-26
1279,20,4,1094,2023-01-07
1280,9,3,1542,2023-03-05
1281,7,1,1733,2023-11-03
1282,15,1,393,2024-03-07
1283,17,1,0,2023-02-10
1284,12,4,0,2023-04-30
1285,9,5,57,2023-03-15
1286,18,2,2000,2023-04-14
1287,19,3,0,2023-11-29
1288,19,2,1379,2023-11-10
1289,18,2,0,2023-08-11
1290,6,3,0,2023-01-11
1291,12,3,0,2024-05-06
1292,8,1,0,2024-05-27
1293,15,4,0,2024-06-20
1294,16,3,1851,2024-03-01
1295,13,5,0,2023-05-11
1296,9,4,1494,2023-05-03
1297,18,4,1668,2023-06-23
1298,9,5,504,2023-03-09
1299,10,1,0,2023-03-20
1300,12,5,0,2023-01-10
1301,20,1,1755,2023-01-23
1302,15,1,0,2023-08-16
1303,8,4,418,2023-04-15
1304,6,2,0,2024-02-19
1305,13,2,0,2023-02-12
1306,19,3,0,2023-04-01
1307,16,5,0,2023-08-14
1308,7,3,0,2023-03-09
1309,17,4,1747,2023-12-13
1310,20,5,935,2023-04-05
1311,18,2,1551,2024-01-04
1312,6,2,112,2024-01-11
1313,8,1,0,2024-02-25
1314,16,4,0,2024-02-11
1315,13,1,0,2023-08-15
1316,15,1,692,2023-05-19
1317,12,4,101,2023-10-07
1318,12,5,0,2023-01-31
1319,7,4,857,2023-11-24
1320,9,5,896,2023-10-11
1321,12,3,152,2024-01-22
1322,19,5,613,2023-05-29
1323,15,1,0,2023-08-27
1324,19,4,0,2024-03-31
1325,14,3,1532,2024-05-04
1326,12,4,0,2023-02-16
1327,18,4,923,2023-09-30
1328,13,5,0,2024-05-15
1329,19,2,411,2023-03-09
1330,20,5,0,2024-04-08
1331,10,2,351,2024-05-28
1332,7,5,70,2023-04-01
1333,17,5,0,2024-04-09
1334,10,1,0,2023-12-02
1335,13,2,0,2023-11-08
1336,15,1,1969,2023-01-01
1337,14,5,1375,2023-12-24
1338,10,3,0,2024-01-26
1339,8,5,0,2023-11-08
1340,10,5,240,2023-10-26
1341,10,1,0,2023-11-28
1342,6,4,0,2023-11-05
1343,20,1,0,2023-08-30
1344,14,3,0,2023-01-18
1345,7,4,0,2024-04-01
1346,11,2,1900,2023-01-22
1347,17,4,700,2024-02-27
1348,20,3,0,2023-04-20
1349,14,1,0,2023-01-21
1350,15,2,753,2024-01-12
1351,9,5,0,2023-10-04
1352,8,3,0,2023-03-04
1353,10,2,1597,2023-01-01
1354,9,4,1996,2023-08-23
1355,19,2,0,2023-11-09
1356,6,4,0,2023-09-26
1357,15,5,1744,2023-01-26
1358,18,5,0,2023-11-29
1359,6,4,351,2023-10-12
1360,16,5,1416,2023-06-18
1361,11,3,1075,2023-04-07
1362,19,5,0,2024-02-21
1363,11,4,0,2023-09-26
1364,10,5,1628,2023-05-18
1365,10,2,0,2023-05-01
1366,13,1,0,2023-11-15
1367,8,3,555,2024-03-26
1368,12,5,1280,2023-04-18
1369,13,3,0,2024-02-14
1370,8,2,0,2024-04-20
1371,14,5,886,2023-11-05
1372,7,2,0,2023-11-07
1373,18,3,0,2023-10-30
1374,11,1,0,2024-02-17
1375,6,4,0,2024-05-01
1376,15,3,0,2024-04-01
1377,19,1,0,2023-07-21
1378,18,1,1384,2024-03-03
1379,19,3,0,2023-03-04
1380,18,1,0,2024-06-09
1381,11,2,0,2024-05-24
1382,7,1,0,2023-08-22
1383,10,3,0,2023-03-05
1384,17,5,0,2024-03-07
1385,18,5,237,2023-02-23
1386,10,1,0,2024-04-14
1387,12,2,1574,2023-12-24
1388,12,3,0,2023-05-27
1389,6,1,943,2023-06-07
1390,13,4,0,2024-02-06
1391,11,3,0,2024-02-07
1392,17,1,538,2023-12-12
1393,15,5,1104,2023-07-17
1394,13,1,0,2023-12-12
1395,14,2,685,2023-01-24
1396,17,1,1255,2024-01-19
1397,16,2,1106,2023-12-23
1398,18,1,0,2023-02-06
1399,9,4,0,2023-03-01
1400,15,4,264,2023-06-02
1401,14,3,169,2023-10-24
1402,13,5,1596,2023-12-13
1403,7,3,0,2024-01-12
1404,6,2,1749,2023-04-25
1405,14,2,0,2023-11-13
1406,16,2,0,2023-07-05
1407,19,4,84,2024-05-29
1408,7,3,622,2024-02-01
1409,11,3,537,2023-08-19
1410,15,1,0,2024-04-13
1411,6,4,0,2024-01-11
1412,17,3,0,2023-10-05
1413,12,5,43,2023-07-22
1414,6,2,0,2024-05-20
1415,13,1,0,2023-05-07
1416,10,4,0,2024-04-22
1417,15,1,0,2023-05-11
1418,7,1,0,2024-04-21
1419,10,4,1079,2024-06-22
1420,11,5,970,2023-08-20
1421,14,4,994,2023-08-05
1422,14,5,0,2024-04-05
1423,9,2,0,2023-09-23
1424,18,4,0,2023-03-26
1425,9,1,1937,2024-05-10
1426,20,4,0,2023-06-24
1427,6,4,0,2023-07-24
1428,7,1,0,2024-01-25
1429,20,5,1836,2023-01-30
1430,14,5,1884,2023-04-20
1431,6,2,398,2024-05-24
1432,19,5,1297,2023-06-09
1433,17,1,0,2024-04-11
1434,15,4,0,2023-01-27
1435,18,5,0,2024-04-09
1436,13,2,649,2024-05-27
1437,20,3,0,2024-04-18
1438,12,1,0,2024-02-28
1439,10,5,522,2023-10-07
1440,12,4,90,2024-03-28
1441,16,2,0,2024-01-06
1442,13,4,0,2023-10-31
1443,15,2,0,2023-11-13
1444,8,5,0,2023-10-29
1445,12,5,0,2024-03-30
1446,15,4,280,2023-08-14
1447,20,4,0,2024-03-16
1448,8,3,0,2024-06-27
1449,17,1,1995,2024-03-31
1450,6,4,0,2023-01-24
1451,10,3,1551,2023-03-12
1452,19,2,0,2023-01-17
1453,9,2,1112,2023-10-31
1454,11,2,1841,2023-07-01
1455,8,5,55,2023-09-28
1456,19,2,0,2023-08-29
1457,17,2,0,2023-04-29
1458,17,4,0,2023-11-15
1459,12,2,0,2023-11-12
1460,13,2,0,2023-08-05
1461,16,2,0,2024-01-30
1462,7,1,1005,2023-01-06
1463,11,1,735,2023-01-22
1464,6,1,0,2023-11-30
1465,15,2,176,2023-04-28
1466,19,1,0,2023-07-13
1467,7,2,0,2024-03-21
1468,13,4,442,2024-03-25
1469,11,4,961,2024-02-23
1470,20,5,0,2023-03-10
1471,10,2,0,2023-09-03
1472,13,1,0,2024-06-17
1473,13,2,133,2023-10-23
1474,10,1,0,2023-10-22
1475,10,2,0,2023-01-11
1476,15,2,0,2023-01-21
1477,12,1,1771,2023-04-05
1478,14,1,1330,2023-10-30
1479,13,4,1535,2024-01-04
1480,17,3,0,2023-12-16
1481,15,4,0,2023-01-01
1482,16,3,0,2023-08-16
1483,8,3,0,2023-02-24
1484,13,2,0,2023-10-03
1485,15,4,1908,2023-02-03
1486,19,3,419,2023-04-03
1487,18,5,0,2024-05-25
1488,6,3,79,2023-09-10
1489,15,3,0,2023-12-19
1490,13,1,0,2024-01-07
1491,14,4,1055,2023-12-06
1492,14,3,1297,2024-02-28
1493,14,2,0,2024-03-18
1494,19,4,0,2024-03-24
1495,18,3,0,2023-03-13
1496,10,5,693,2024-02-25
1497,20,5,0,2024-03-27
1498,6,4,861,2023-04-29
1499,13,4,0,2024-01-22
1500,11,5,581,2024-03-30
1501,8,2,775,2023-03-20
1502,11,2,0,2023-07-27
1503,7,3,1432,2023-11-18
1504,18,2,0,2024-05-14
1505,12,4,0,2023-05-19
1506,16,4,709,2024-04-13
1507,9,1,1846,2024-03-26
1508,7,4,342,2023-07-19
1509,10,5,0,2023-05-25
1510,10,4,0,2023-11-19
1511,9,1,23,2023-05-29
1512,17,3,385,2023-11-17
1513,10,1,1044,2024-02-11
1514,20,4,0,2024-04-03
1515,7,4,0,2023-10-22
1516,7,3,0,2023-01-22
1517,13,3,0,2023-11-24
1518,10,5,0,2023-09-27
1519,12,2,263,2024-05-12
1520,20,2,0,2023-08-26
1521,7,5,0,2023-01-05
1522,18,2,194,2023-06-07
1523,8,3,0,2023-12-29
1524,17,1,0,2024-05-27
1525,17,4,0,2023-07-06
1526,11,4,1919,2024-05-12
1527,6,1,0,2023-10-22
1528,17,3,0,2023-08-21
1529,18,3,860,2024-01-31
1530,6,1,1609,2023-08-05
1531,18,1,0,2024-04-06
1532,18,5,0,2023-11-03
1533,14,3,0,2024-06-04
1534,16,1,1865,2023-11-10
1535,9,5,842,2024-05-04
1536,14,4,0,2023-01-31
1537,18,3,937,2023-07-10
1538,12,1,0,2024-01-04
1539,6,1,0,2023-04-11
1540,6,1,20,2024-04-28
1541,19,4,0,2023-08-11
1542,17,3,0,2023-07-19
1543,13,4,163,2023-03-13
1544,18,2,1639,2024-04-12
1545,17,2,1413,2023-08-09
1546,18,2,676,2023-02-12
1547,18,3,0,2023-01-22
1548,14,3,0,2023-01-27
1549,7,4,0,2023-09-23
1550,15,3,0,2023-01-07
1551,6,1,0,2023-03-05
1552,8,2,0,2023-01-20
1553,11,4,1452,2024-04-16
1554,8,5,0,2023-09-21
1555,9,5,0,2023-02-05
1556,19,4,946,2024-03-13
1557,8,2,0,2023-07-30
1558,12,1,1298,2023-09-14
1559,10,4,0,2023-12-26
1560,15,3,0,2023-07-29
1561,7,1,615,2023-12-01
1562,17,4,0,2024-03-03
1563,18,5,0,2024-05-01
1564,18,1,1765,2023-06-25
1565,13,3,336,2024-04-15
1566,8,5,0,2023-05-22
1567,10,4,741,2024-03-12
1568,11,1,1214,2024-03-17
1569,14,1,0,2023-05-30
1570,8,4,1526,2024-06-06
1571,10,1,445,2023-05-09
1572,10,2,1910,2023-06-04
1573,19,2,0,2023-10-21
1574,16,3,0,2023-06-29
1575,17,5,1243,2023-04-03
1576,19,3,0,2023-06-17
1577,13,4,0,2023-12-10
1578,9,5,0,2024-04-05
1579,12,1,400,2023-08-20
1580,16,4,0,2023-08-30
1581,15,1,0,2023-02-11
1582,19,1,1640,2023-01-06
1583,8,2,0,2023-04-14
1584,16,3,0,2023-01-23
1585,9,5,0,2023-12-25
1586,11,4,0,2023-04-14
1587,17,1,1230,2023-03-22
1588,13,1,1495,2023-09-25
1589,8,1,1337,2023-03-06
1590,11,5,0,2024-05-30
1591,15,4,199,2023-09-13
1592,7,4,0,2023-05-14
1593,9,5,1634,2023-09-30
1594,15,5,0,2023-05-21
1595,16,5,104,2023-07-17
1596,10,3,0,2024-04-28
1597,8,5,0,2023-10-27
1598,6,3,0,2023-04-14
1599,10,1,1430,2024-06-20
1600,16,4,0,2024-04-01
1601,13,5,257,2024-03-18
1602,19,1,0,2023-12-09
1603,10,2,0,2023-12-12
1604,15,5,0,2023-09-30
1605,13,1,1661,2024-06-05
1606,13,2,0,2024-04-30
1607,17,1,0,2024-03-27
1608,14,2,0,2023-06-03
1609,13,1,428,2024-06-21
1610,11,1,0,2024-02-16
1611,13,3,0,2024-02-14
1612,10,1,0,2023-06-08
1613,8,5,0,2023-03-27
1614,13,4,0,2023-10-12
1615,18,5,0,2023-06-10
1616,8,2,0,2023-06-02
1617,7,5,0,2023-11-16
1618,6,4,0,2023-11-04
1619,14,5,0,2023-01-04
1620,6,1,0,2024-03-12
1621,14,3,0,2024-02-15
1622,13,5,1578,2023-09-13
1623,15,1,0,2023-11-25
1624,17,4,0,2023-03-19
1625,6,3,0,2023-04-11
1626,18,1,0,2024-05-09
1627,9,4,0,2024-05-15
1628,7,3,0,2023-11-24
1629,10,1,0,2023-11-22
1630,10,3,0,2024-06-03
1631,13,1,578,2023-04-06
1632,7,2,1148,2024-05-08
1633,7,3,0,2023-02-25
1634,15,3,0,2023-09-25
1635,6,2,74,2024-04-14
1636,10,1,556,2023-11-10
1637,6,2,0,2023-12-13
1638,12,3,0,2023-09-24
1639,9,5,1426,2023-01-07
1640,9,2,0,2023-08-17
1641,18,3,0,2024-01-30
1642,11,4,598,2023-07-18
1643,13,2,0,2023-01-19
1644,12,3,0,2023-12-01
1645,8,1,1156,2023-03-14
1646,15,1,0,2023-05-28
1647,20,5,891,2024-06-22
1648,18,1,0,2024-06-09
1649,20,2,0,2023-02-15
1650,15,2,0,2023-06-12
1651,20,1,0,2023-01-25
1652,14,5,0,2024-01-03
1653,19,1,0,2023-08-19
1654,17,2,200,2023-12-27
1655,10,2,1383,2024-05-28
1656,15,1,0,2023-10-21
1657,6,5,1663,2023-08-20
1658,20,1,689,2024-06-19
1659,17,5,0,2023-07-21
1660,17,3,0,2024-04-16
1661,12,5,0,2024-02-21
1662,13,2,0,2024-01-09
1663,12,3,0,2023-12-26
1664,14,2,1388,2024-03-23
1665,11,5,0,2023-03-05
1666,6,1,0,2023-03-24
1667,17,1,0,2024-02-21
1668,10,1,0,2023-06-29
1669,10,2,0,2023-11-21
1670,9,3,85,2023-03-12
1671,12,3,606,2024-03-31
1672,16,4,0,2023-11-12
1673,18,5,0,2024-01-06
1674,10,1,0,2024-04-20
1675,6,2,1544,2024-05-27
1676,9,2,336,2023-06-23
1677,18,5,0,2023-09-27
1678,18,2,429,2024-06-17
1679,14,5,0,2023-01-04
1680,18,2,0,2023-06-13
1681,8,2,0,2023-10-20
1682,20,5,0,2024-06-26
1683,6,4,667,2023-08-27
1684,11,4,0,2023-08-24
1685,10,1,0,2023-10-20
1686,15,1,0,2024-04-19
1687,6,1,34,2023-11-27
1688,11,5,810,2023-01-17
1689,10,5,1535,2023-01-27
1690,14,5,0,2024-04-28
1691,11,4,1081,2024-04-21
1692,12,4,0,2023-05-05
1693,16,1,1607,2024-04-30
1694,14,3,1845,2023-07-18
1695,19,2,1464,2024-03-26
1696,16,2,990,2024-06-27
1697,18,3,1732,2024-03-27
1698,8,2,453,2023-06-11
1699,19,5,0,2024-02-08
1700,14,2,0,2023-04-23
1701,10,3,0,2023-01-05
1702,19,3,0,2024-05-14
1703,7,5,0,2023-11-13
1704,14,5,0,2023-01-01
1705,9,2,0,2024-06-05
1706,13,1,0,2023-08-06
1707,20,3,0,2023-11-15
1708,7,4,553,2024-06-01
1709,17,2,1453,2024-03-03
1710,20,3,0,2024-01-27
1711,10,2,0,2023-12-18
1712,11,1,348,2023-09-14
1713,7,1,0,2023-09-05
1714,9,3,0,2023-04-25
1715,7,4,1428,2023-04-07
1716,17,1,0,2024-04-28
1717,11,3,0,2023-02-15
1718,15,2,0,2024-02-01
1719,16,4,0,2024-04-15
1720,12,1,110,2023-01-15
1721,10,4,0,2023-10-30
1722,13,4,502,2023-08-02
1723,17,3,0,2024-05-26
1724,18,2,0,2023-07-22
1725,17,1,0,2023-03-13
1726,12,1,0,2024-04-06
1727,19,2,0,2024-05-23
1728,13,4,973,2023-09-28
1729,13,3,0,2024-05-21
1730,6,4,0,2023-12-09
1731,12,3,0,2023-12-31
1732,7,2,0,2024-03-26
1733,11,3,96,2024-01-10
1734,15,1,0,2023-11-12
1735,13,4,0,2023-10-22
1736,9,3,0,2023-01-27
1737,8,5,1712,2023-05-27
1738,17,5,0,2023-10-01
1739,17,1,0,2024-03-20
1740,12,4,0,2023-12-10
1741,16,5,0,2023-04-24
1742,16,4,0,2023-04-22
1743,6,2,0,2023-10-03
1744,17,5,1830,2023-12-25
1745,9,5,0,2024-02-04
1746,16,2,0,2023-08-27
1747,20,5,0,2023-09-16
1748,20,5,1283,2024-02-10
1749,14,1,0,2023-12-18
1750,20,1,500,2024-06-02
1751,13,1,0,2023-02-04
1752,19,3,637,2023-03-04
1753,16,1,0,2023-03-27
1754,18,4,0,2024-05-06
1755,19,3,0,2023-11-09
1756,8,1,1169,2024-01-22
1757,15,3,0,2024-03-07
1758,10,3,1956,2024-06-11
1759,12,2,413,2023-09-28
1760,13,1,0,2024-06-19
1761,14,1,0,2024-04-20
1762,7,5,464,2023-07-24
1763,7,3,1267,2023-06-27
1764,10,5,0,2024-01-21
1765,6,3,0,2023-06-08
1766,18,1,1680,2023-02-22
1767,11,5,0,2023-02-20
1768,16,3,0,2023-11-21
1769,7,1,0,2023-06-11
1770,18,1,0,2023-08-30
1771,15,4,817,2023-08-29
1772,8,5,267,2023-10-29
1773,17,4,0,2023-08-20
1774,7,2,406,2024-02-09
1775,11,2,1956,2023-06-06
1776,16,3,0,2024-02-05
1777,8,3,0,2023-12-02
1778,16,5,0,2024-04-21
1779,9,4,0,2023-01-30
1780,19,5,0,2023-05-17
1781,10,5,1793,2023-12-28
1782,12,3,0,2023-08-25
1783,8,2,0,2024-06-25
1784,8,3,0,2023-08-14
